01:32:08.444 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
02:16:59.073 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,196] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=32.0, pastureId=71, temperature=24.0, humidity=60.7, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:16:59.085 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.7, 光照=32.0
02:16:59.493 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
02:16:59.797 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E4 FC 0F
02:16:59.797 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 59
02:16:59.801 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 59, 在线状态: 在线
02:17:00.305 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:17:00.609 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:17:00.609 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:17:00.613 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:17:03.870 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,154] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:17:04.072 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,175] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5F 00 20 51 12
02:17:04.072 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,196] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=32.0, pastureId=71, temperature=24.0, humidity=60.7, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:17:04.076 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.7, 光照=32.0
02:17:05.615 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:17:05.920 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:17:05.920 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:17:05.924 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:17:06.805 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
02:17:07.108 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E4 FC 0F
02:17:07.108 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 59
02:17:07.113 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 59, 在线状态: 在线
02:17:08.871 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,154] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:17:09.074 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,175] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5F 00 20 51 12
02:17:09.074 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,196] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=32.0, pastureId=71, temperature=24.0, humidity=60.7, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:17:09.078 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.7, 光照=32.0
02:17:10.928 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:17:11.232 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:17:11.232 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:17:11.235 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:17:13.872 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,154] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:17:14.074 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,175] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5E 00 20 00 D2
02:17:14.074 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,196] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=32.0, pastureId=71, temperature=24.0, humidity=60.6, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:17:14.079 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.6, 光照=32.0
02:17:14.372 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
02:17:14.676 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E4 FC 0F
02:17:14.676 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 59
02:17:14.680 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 59, 在线状态: 在线
02:17:16.238 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:17:16.541 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:17:16.541 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:17:16.546 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:17:18.873 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,154] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:17:19.074 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,175] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5E 00 20 00 D2
02:17:19.074 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,196] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=32.0, pastureId=71, temperature=24.0, humidity=60.6, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:17:19.079 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.6, 光照=32.0
02:17:21.549 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:17:21.854 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:17:21.854 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:17:21.859 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:17:22.050 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
02:17:22.353 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E4 FC 0F
02:17:22.353 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 59
02:17:22.357 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 59, 在线状态: 在线
02:17:23.873 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,154] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:17:24.077 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,175] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5E 00 1C 00 C3
02:17:24.077 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,196] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=28.0, pastureId=71, temperature=24.0, humidity=60.6, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:17:24.081 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.6, 光照=28.0
02:17:26.868 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:17:27.173 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:17:27.173 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:17:27.176 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:17:28.874 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,154] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:17:29.077 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,175] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5E 00 1C 00 C3
02:17:29.077 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,196] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=28.0, pastureId=71, temperature=24.0, humidity=60.6, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:17:29.081 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.6, 光照=28.0
02:17:29.375 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
02:17:29.678 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E4 FC 0F
02:17:29.678 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 59
02:17:29.682 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 59, 在线状态: 在线
02:17:32.179 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:17:32.483 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:17:32.483 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:17:32.487 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:17:33.874 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,154] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:17:34.078 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,175] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5E 00 1C 00 C3
02:17:34.078 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,196] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=28.0, pastureId=71, temperature=24.0, humidity=60.6, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:17:34.083 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.6, 光照=28.0
02:17:36.685 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
02:17:36.989 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E4 FC 0F
02:17:36.989 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 59
02:17:36.994 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 59, 在线状态: 在线
02:17:37.490 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:17:37.794 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:17:37.794 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:17:37.799 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:17:38.874 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,154] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:17:39.077 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,175] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5E 00 1C 00 C3
02:17:39.077 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,196] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=28.0, pastureId=71, temperature=24.0, humidity=60.6, type=air, deviceId=58, deviceName=温度湿度光照传感器}
02:17:39.081 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=24.0, 湿度=60.6, 光照=28.0
02:17:42.801 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,75] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
02:17:43.104 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,103] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 F0 B8 00
02:17:43.104 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatSendServiceImpl - [lambda$sendHeartbeatAndValidate$0,122] - 心跳回复校验通过。设备ID: 58
02:17:43.109 [Serial-Command-Executor] INFO  c.s.s.i.AgricultureDeviceHeartbeatServiceImpl - [updateOnlineStatusByDeviceId,244] - 更新设备在线状态成功。设备ID: 58, 在线状态: 在线
02:17:43.877 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,154] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
02:17:44.079 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,175] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 F0 02 5F 00 1C 51 03
